ts_ns,bid,ask,bid_sz,ask_sz,mid,spread,microprice
1756090802100000000,113231.6,113452.08,0.01752,0.00028,113341.84,220.48,113448.611775
1756090802150000000,113231.6,113452.08,0.01752,0.00028,113341.84,220.48,113448.611775
1756090802200000000,113231.6,113452.08,0.01752,0.00028,113341.84,220.48,113448.611775
1756090802250000000,113231.6,113452.07,0.01752,0.34373,113341.835,220.47,113242.292414
1756090802300000000,113231.6,113452.07,0.01752,0.34373,113341.835,220.47,113242.292414
1756090802350000000,113231.6,113452.06,0.01752,0.59379,113341.83,220.46,113237.918331
1756090802400000000,113231.6,113452.06,0.01752,0.59379,113341.83,220.46,113237.918331
1756090802450000000,113231.58,113452.06,0.01752,0.59379,113341.82,220.48,113237.898905
1756090802500000000,113231.58,113452.06,0.01752,0.59379,113341.82,220.48,113237.898905
1756090802550000000,113231.58,113452.06,0.01752,0.59379,113341.82,220.48,113237.898905
1756090802600000000,113231.58,113452.06,0.01752,0.59379,113341.82,220.48,113237.898905
1756090802650000000,113231.58,113452.06,0.01752,0.59379,113341.82,220.48,113237.898905
1756090802700000000,113231.58,113452.06,0.01752,0.59379,113341.82,220.48,113237.898905
1756090802750000000,113231.59,113452.06,0.00043,0.59379,113341.825,220.47,113231.74954
1756090802800000000,113231.59,113452.06,0.00043,0.59379,113341.825,220.47,113231.74954
1756090802850000000,113231.59,113452.04,0.00043,0.21741,113341.815,220.45,113232.025152
1756090802900000000,113231.59,113452.04,0.00043,0.21741,113341.815,220.45,113232.025152
1756090802950000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803000000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803050000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803100000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803150000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803200000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803250000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803300000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803350000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803400000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803450000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803500000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803550000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803600000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803650000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803700000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803750000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803800000000,113231.59,113452.03,0.00043,0.691,113341.81,220.44,113231.727092
1756090803850000000,113231.59,113452.02,0.00043,0.04634,113341.805,220.43,113233.616617
1756090803900000000,113231.59,113452.02,0.00043,0.04634,113341.805,220.43,113233.616617
1756090803950000000,113231.59,113452.01,0.00043,0.59379,113341.8,220.42,113231.749504
1756090804000000000,113231.59,113452.01,0.00043,0.59379,113341.8,220.42,113231.749504
1756090804050000000,113231.59,113452.01,0.00043,0.59379,113341.8,220.42,113231.749504
1756090804100000000,113231.59,113452.01,0.00043,0.59379,113341.8,220.42,113231.749504
1756090804150000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804200000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804250000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804300000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804350000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804400000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804450000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804500000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804550000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804600000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804650000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804700000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804750000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804800000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804850000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804900000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090804950000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090805000000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090805050000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090805100000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090805150000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090805200000000,113231.59,113452,0.00043,0.00028,113341.795,220.41,113365.077746
1756090805250000000,113231.59,113452,0.00781,0.00028,113341.795,220.41,113444.371471
1756090805300000000,113231.59,113452,0.00781,0.00028,113341.795,220.41,113444.371471
1756090805350000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805400000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805450000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805500000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805550000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805600000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805650000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805700000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805750000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805800000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805850000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
1756090805900000000,113231.6,113452,0.01752,0.00028,113341.8,220.4,113448.533034
