ts_ns,bid,ask,bid_sz,ask_sz,mid,spread,microprice
1756091445550000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445600000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445650000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445700000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445750000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445800000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445850000000,113269.28,113528.39,0.12002,1e-05,113398.835,259.11,113528.368413
1756091445900000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091445950000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446000000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446050000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446100000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446150000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446200000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446250000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446300000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446350000000,113269.28,113528.39,0.1001,1e-05,113398.835,259.11,113528.364117
1756091446400000000,113269.29,113528.39,0.02313,1e-05,113398.84,259.1,113528.278029
1756091446450000000,113269.29,113528.39,0.02313,1e-05,113398.84,259.1,113528.278029
1756091446500000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446550000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446600000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446650000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446700000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446750000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446800000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446850000000,113269.3,113528.39,0.24242,1e-05,113398.845,259.09,113528.379313
1756091446900000000,113269.31,113528.39,0.06215,1e-05,113398.85,259.08,113528.34832
1756091446950000000,113269.31,113528.39,0.06215,1e-05,113398.85,259.08,113528.34832
1756091447000000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447050000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447100000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447150000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447200000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447250000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447300000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447350000000,113269.32,113528.39,0.12002,1e-05,113398.855,259.07,113528.368416
1756091447400000000,113269.33,113528.39,0.01052,1e-05,113398.86,259.06,113528.143979
1756091447450000000,113269.33,113528.39,0.01052,1e-05,113398.86,259.06,113528.143979
1756091447500000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447550000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447600000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447650000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447700000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447750000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447800000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447850000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447900000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091447950000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448000000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448050000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448100000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448150000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448200000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448250000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448300000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448350000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448400000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448450000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448500000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448550000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448600000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448650000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448700000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448750000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448800000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448850000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448900000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091448950000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091449000000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091449050000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091449100000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091449150000000,113269.34,113528.39,0.12002,1e-05,113398.865,259.05,113528.368418
1756091449200000000,113269.35,113528.39,0.06215,1e-05,113398.87,259.04,113528.348327
1756091449250000000,113269.35,113528.39,0.06215,1e-05,113398.87,259.04,113528.348327
1756091449300000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449350000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449400000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449450000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449500000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449550000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449600000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449650000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449700000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449750000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449800000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449850000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449900000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091449950000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091450000000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091450050000000,113269.36,113528.39,0.12002,1e-05,113398.875,259.03,113528.36842
1756091450100000000,113269.37,113528.39,0.01052,1e-05,113398.88,259.02,113528.144017
1756091450150000000,113269.37,113528.39,0.01052,1e-05,113398.88,259.02,113528.144017
1756091450200000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450250000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450300000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450350000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450400000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450450000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450500000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450550000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450600000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450650000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450700000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450750000000,113269.38,113528.39,0.12002,1e-05,113398.885,259.01,113528.368421
1756091450800000000,113269.39,113528.39,0.04,1e-05,113398.89,259,113528.325266
1756091450850000000,113269.39,113528.39,0.04,1e-05,113398.89,259,113528.325266
1756091450900000000,113269.4,113528.39,0.12002,1e-05,113398.895,258.99,113528.368423
1756091450950000000,113269.4,113528.39,0.12002,1e-05,113398.895,258.99,113528.368423
1756091451000000000,113269.4,113528.39,0.12002,1e-05,113398.895,258.99,113528.368423
1756091451050000000,113269.4,113528.39,0.12002,1e-05,113398.895,258.99,113528.368423
